author,title,study_type,study_duration,season,study_years,location,parameter_name,parameter_origin,parameter_unit,sample_size,parameter_lifestage,parameter_value,informationCategory,submechanism,type,name,enviro_vars
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,nitrogen content DW 200-300mg,ORI-A net,%DW,7,adult,10.2,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,nitrogen content DW 200-300mg,ORI-A net,%DW,7,adult,10.2,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,nitrogen content DW >300mg,ORI-A net,%DW,7,adult,10.3,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,nitrogen content DW >300mg,ORI-A net,%DW,7,adult,10.3,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,phosphorus content DW 50-100mg,ORI-A net,%DW,17,adult,0.89,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,phosphorus content DW 50-100mg,ORI-A net,%DW,17,adult,0.89,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,phosphorus content DW 100-200mg,ORI-A net,%DW,26,adult,0.75,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,phosphorus content DW 100-200mg,ORI-A net,%DW,26,adult,0.75,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,phosphorus content DW 200-300mg,ORI-A net,%DW,7,adult,0.81,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,phosphorus content DW 200-300mg,ORI-A net,%DW,7,adult,0.81,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,phosphorus content DW >300mg,ORI-A net,%DW,7,adult,0.78,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,phosphorus content DW >300mg,ORI-A net,%DW,7,adult,0.78,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,oxygen uptake as function of dry mass,ORI-A net,ul O2 mg DW-1 h-1,77,NA,logY = -0.101 + 0.862*log(DW),parameter,spawning,function,maintenance _respiration,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,ammonia excretion as function of dry mass,ORI-A net,ul N mg DW-1 h-1,77,NA,logY = -1.024 + 0.771*log(DW),parameter,spawning,function,maintenance _excretion,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,phosphorus excretion as function of dry mass,ORI-A net,ul P mg DW-1 h-1,77,NA,logY = -1.658 + 0.703*log(DW),parameter,spawning,function,maintenance _excretion,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily carbon loss DW 50-100mg,ORI-A net,%C d-1,17,adult,1,"parameter, validation",spawning,state_var,tissue_reserves_carbs,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily carbon loss DW 50-100mg,ORI-A net,%C d-1,17,adult,1,"parameter, validation",spawning,function,maintenance _respiration,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily carbon loss DW 100-200mg,ORI-A net,%C d-1,26,adult,0.9,"parameter, validation",spawning,state_var,tissue_reserves_carbs,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily carbon loss DW 100-200mg,ORI-A net,%C d-1,26,adult,0.9,"parameter, validation",spawning,function,maintenance _respiration,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily carbon loss DW 200-300mg,ORI-A net,%C d-1,7,adult,0.84,"parameter, validation",spawning,state_var,tissue_reserves_carbs,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily carbon loss DW 200-300mg,ORI-A net,%C d-1,7,adult,0.84,"parameter, validation",spawning,function,maintenance _respiration,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily carbon loss DW >300mg,ORI-A net,%C d-1,7,adult,0.76,"parameter, validation",spawning,state_var,tissue_reserves_carbs,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily carbon loss DW >300mg,ORI-A net,%C d-1,7,adult,0.76,"parameter, validation",spawning,function,maintenance _respiration,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW 50-100mg,ORI-A net,%C d-1,17,adult,0.82,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW 50-100mg,ORI-A net,%C d-1,17,adult,0.82,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW 50-100mg,ORI-A net,%C d-1,17,adult,0.82,"parameter, validation",spawning,function,maintenance _respiration,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW 100-200mg,ORI-A net,%C d-1,26,adult,0.76,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW 100-200mg,ORI-A net,%C d-1,26,adult,0.76,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW 100-200mg,ORI-A net,%C d-1,26,adult,0.76,"parameter, validation",spawning,function,maintenance _respiration,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW 200-300mg,ORI-A net,%C d-1,7,adult,0.68,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW 200-300mg,ORI-A net,%C d-1,7,adult,0.68,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW 200-300mg,ORI-A net,%C d-1,7,adult,0.68,"parameter, validation",spawning,function,maintenance _respiration,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW >300mg,ORI-A net,%C d-1,7,adult,0.69,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW >300mg,ORI-A net,%C d-1,7,adult,0.69,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily nitrogen loss DW >300mg,ORI-A net,%C d-1,7,adult,0.69,"parameter, validation",spawning,function,maintenance _respiration,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily phosphorus loss DW 50-100mg,ORI-A net,%C d-1,17,adult,1.9,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily phosphorus loss DW 50-100mg,ORI-A net,%C d-1,17,adult,1.9,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily phosphorus loss DW 50-100mg,ORI-A net,%C d-1,17,adult,1.9,"parameter, validation",spawning,function,maintenance _respiration,temperature
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily phosphorus loss DW 100-200mg,ORI-A net,%C d-1,26,adult,1.86,"parameter, validation",spawning,state_var,tissue_reserves_proteins,NA
"ikeda t., mitchell a.w. (1982)","oxygen uptake, ammonia excretion and phosphate excretion by krill and other antarctic zooplankton in relation to their body size and chemical composition",observation,days,summer,1980,Wilkes Land,daily phosphorus loss DW 100-200mg,ORI-A net,%C d-1,26,adult,1.86,"parameter, validation",spawning,state_var,tissue_reserves_lipids,NA
